用户		电影		预测rating		实际rating
19885		5679		3.5		3.5 
19885		191		3.5		0.5 
19885		149		3.5		3.5 
19885		2100		1.5		2.5 
19885		8327		4.5		5.0 
19885		2313		4.0		4.0 
19885		2356		2.5		1.0 
19885		858		4.5		5.0 
19885		4343		3.5		1.5 
19885		2916		3.0		4.0 
19885		1280		5.0		5.0 
19885		2542		3.5		4.0 
19885		1464		4.0		4.5 
19885		1387		4.0		5.0 
19885		4144		4.0		5.0 
19885		2355		4.0		3.5 
19885		303		3.5		1.0 
19885		1198		4.0		4.0 
19885		1190		3.5		5.0 
19885		2194		3.5		5.0 
19885		1682		4.0		4.5 
19885		1252		4.5		3.0 
19885		1120		4.0		4.5 
19885		1295		4.0		5.0 
19885		8970		4.0		4.5 
19885		2329		4.0		3.5 
19885		3578		3.5		4.5 
19885		866		3.0		4.0 
19885		1265		3.5		4.0 
19885		6016		4.0		5.0 
19885		4642		3.5		4.0 
19885		3198		4.5		4.5 
19885		6705		3.5		5.0 
19885		6539		3.5		3.0 
19885		608		3.5		4.0 
19885		3681		3.0		4.0 
19885		2657		3.5		4.0 
19885		5225		4.0		5.0 
19885		2628		2.5		0.5 
19885		2369		3.5		3.0 
19885		7063		3.5		5.0 
19885		5367		3.5		4.0 
19885		3910		4.5		5.0 
19885		1348		3.5		5.0 
19885		3949		4.0		5.0 
19885		2336		3.5		4.0 
19885		1042		3.5		3.5 
19885		454		3.0		3.0 
19885		47		4.0		5.0 
19885		5445		3.0		3.0 
19885		208		3.5		0.5 
19885		6378		3.0		2.0 
19885		33677		3.5		3.0 
19885		6863		3.0		3.5 
19885		2959		4.0		5.0 
19885		1485		2.5		2.0 
19885		8798		3.5		3.0 
19885		50		3.5		3.0 
19885		26152		3.0		2.0 
19885		7483		3.5		5.0 
19885		4325		3.0		5.0 
19885		2065		3.0		5.0 
19885		4995		3.5		4.5 
19885		6315		3.5		1.5 
19885		3536		3.0		4.0 
19885		2778		3.5		0.5 
19885		5303		3.5		2.5 
19885		2420		3.5		4.0 
19885		2133		4.0		2.5 
19885		3996		4.0		3.5 
19885		154		3.5		5.0 
19885		1393		3.0		3.0 
19885		26350		4.5		4.5 
19885		253		4.0		4.0 
19909		45668		4.0		4.5 
19909		48774		4.5		4.0 
19909		5391		4.0		5.0 
19909		8638		4.5		5.0 
19909		1680		3.5		3.0 
19909		1253		4.0		4.5 
19909		215		4.5		5.0 
19909		43919		2.5		1.5 
19923		36		4.0		4.0 
19923		7459		4.0		3.5 
19923		4967		4.5		4.0 
19923		3147		4.0		4.5 
19923		3910		5.0		4.0 
19923		2710		5.0		5.0 
19933		198		5.0		5.0 
19933		7361		4.0		4.5 
19963		3550		4.0		3.5 
19963		57368		3.0		3.0 
19982		31042		4.0		4.0 
20025		150		3.5		3.5 
20025		45722		3.0		2.5 
20025		39183		4.0		5.0 
20028		2628		2.5		3.0 
20189		32		3.5		4.0 
20226		152		4.0		4.5 
20226		600		4.5		4.5 
20226		3704		2.5		3.5 
20226		3036		4.0		4.5 
20262		3415		5.0		5.0 
20438		8607		2.5		4.5 
20591		26662		4.0		3.5 
20606		6333		2.5		4.0 
20699		2320		2.5		4.0 
20709		2959		4.0		5.0 
20734		2683		2.5		2.5 
20897		4993		5.0		5.0 
20897		5952		5.0		5.0 
20897		54286		4.5		4.5 
20974		59103		4.5		4.5 
21052		2997		5.0		4.0 
21052		2232		5.0		4.5 
21055		2959		5.0		5.0 
21101		5902		5.0		5.0 
21188		8961		4.5		4.5 
21188		1333		4.5		4.0 
21188		5952		4.0		4.5 
21188		5991		5.0		5.0 
21188		6874		5.0		4.0 
21272		34405		5.0		4.5 
21272		1649		5.0		5.0 
21272		348		5.0		5.0 
21272		8910		5.0		4.5 
21277		555		5.0		4.5 
21277		8917		4.5		4.5 
21277		235		4.0		4.5 
21277		32		4.0		5.0 
21374		1653		4.5		4.0 
21374		8014		4.0		4.0 
21374		8529		3.5		2.0 
21374		2118		4.5		5.0 
21374		1206		4.5		4.5 
21374		2288		5.0		5.0 
21374		2571		4.5		4.5 
21374		27834		4.5		4.5 
21374		7382		3.5		4.0 
21374		44761		3.5		2.0 
21374		8327		5.0		4.5 
21374		6537		3.5		4.0 
21374		6774		4.0		4.5 
21374		1584		3.5		2.5 
21374		8914		3.5		4.0 
21374		1215		4.0		3.5 
21374		48082		5.0		5.0 
21374		4725		4.5		5.0 
21374		2454		4.0		3.5 
21374		31410		5.0		4.5 
21374		3262		3.5		5.0 
21374		3510		4.0		4.0 
21374		748		5.0		4.5 
21374		2021		4.5		5.0 
21374		52281		4.0		1.5 
21374		3052		4.0		5.0 
21374		3527		4.5		4.0 
21374		30749		4.5		4.0 
21374		32		4.5		5.0 
21374		7984		4.5		3.5 
21374		54259		3.5		4.0 
21374		1748		4.0		4.5 
21374		4343		4.0		4.0 
21374		2600		3.0		5.0 
21374		4995		4.5		5.0 
21374		247		4.0		4.0 
21374		5445		4.0		4.5 
21374		6323		4.0		4.5 
21374		367		4.5		3.5 
21374		1876		3.5		4.5 
21374		3593		5.0		3.0 
21374		799		3.0		3.5 
21374		541		4.5		4.5 
21374		4848		5.0		5.0 
21374		3503		4.5		4.5 
21374		37386		5.0		4.0 
21374		1921		4.5		5.0 
21374		8861		4.5		4.5 
21374		1127		5.0		5.0 
21374		6078		2.5		1.0 
21439		54736		5.0		5.0 
21513		30793		5.0		5.0 
21522		111		4.0		4.0 
21522		593		5.0		5.0 
21522		4361		4.0		4.0 
21522		6539		4.5		2.5 
21522		1198		4.5		5.0 
21522		1200		4.5		4.0 
21522		1193		4.0		4.0 
21522		260		5.0		5.0 
21522		608		4.5		5.0 
21522		1954		5.0		5.0 
21566		8024		2.5		4.5 
21624		34048		4.5		3.0 
21624		5996		4.5		5.0 
21655		2406		2.5		2.5 
21672		55232		4.5		4.5 
21691		588		2.5		3.5 
21691		60069		2.5		4.5 
21712		6385		2.5		2.0 
21767		7265		4.5		4.5 
21767		43928		2.5		3.5 
21767		1648		4.5		5.0 
21872		2291		5.0		5.0 
21872		475		5.0		5.0 
21872		3081		5.0		5.0 
21878		7090		2.5		5.0 
21947		36531		3.0		2.0 
21947		48780		3.5		4.5 
21947		34048		2.5		2.5 
22035		2901		4.0		4.0 
22061		6482		4.5		1.0 
22066		48043		2.5		5.0 
22198		6679		4.0		2.5 
22198		47		5.0		5.0 
22198		7008		4.0		3.5 
22198		2788		4.5		5.0 
22198		5004		4.0		4.5 
22278		1405		1.0		4.5 
22386		61350		2.5		3.0 
22479		55820		2.5		3.0 
22479		49272		2.5		4.0 
22609		5502		1.0		0.5 
22609		5108		2.5		0.5 
22712		318		5.0		5.0 
22712		51662		4.0		5.0 
22815		3258		3.0		2.5 
22815		1888		3.5		2.5 
22815		52		3.5		2.5 
22815		6188		3.5		3.5 
22815		2297		2.5		2.5 
22815		32598		3.5		3.0 
22815		2333		3.5		4.0 
22815		2174		4.0		4.0 
22815		45672		4.0		3.0 
22815		4054		3.5		3.0 
22815		5882		4.0		3.0 
22815		4343		3.5		3.0 
22815		3821		3.5		1.5 
22815		6936		3.0		3.5 
22815		1784		2.5		3.0 
22815		3157		2.5		3.0 
22815		1552		4.0		3.0 
22815		34153		3.5		4.5 
22815		30822		4.0		4.0 
22815		2018		3.5		3.5 
22815		4678		3.5		4.0 
22872		231		3.0		4.0 
22936		6800		4.0		2.0 
22936		5463		4.0		3.0 
22957		37386		3.0		4.0 
22957		8874		4.0		4.0 
22957		1748		3.5		4.5 
22957		6502		4.0		4.5 
22957		6934		3.5		3.5 
22957		45447		3.5		3.5 
23032		800		4.5		4.0 
23032		841		4.0		4.5 
23032		31410		4.5		4.5 
23032		7650		4.0		2.5 
23032		7820		4.0		5.0 
23032		3307		3.5		4.0 
23032		7387		4.5		4.0 
23032		4262		4.0		4.5 
23032		5618		5.0		4.0 
23032		32291		4.5		3.0 
23032		2654		4.0		3.5 
23032		6405		4.0		3.5 
23032		1078		4.0		3.0 
23032		27904		4.0		4.5 
23032		5291		4.0		4.5 
23032		2761		4.5		4.5 
23032		7720		4.5		3.5 
23032		3081		4.0		4.0 
23032		2117		3.5		5.0 
23032		2333		4.0		3.5 
23032		7327		4.0		4.5 
23032		7361		4.5		4.0 
23032		6818		3.5		4.5 
23032		5218		3.5		3.5 
23032		25940		4.0		4.5 
23032		1245		4.0		4.5 
23032		26228		4.0		4.0 
23032		2529		4.5		3.5 
23032		2208		5.0		4.5 
23032		3801		3.0		4.0 
23032		8405		4.0		4.0 
23032		6858		3.5		4.0 
23032		1288		4.0		3.5 
23032		8958		4.0		4.5 
23032		5339		3.5		3.5 
23032		1076		4.0		4.0 
23032		345		4.0		4.0 
23032		1231		4.0		4.5 
23032		5820		4.0		4.0 
23032		4195		5.0		4.5 
23032		2785		4.0		3.0 
23032		1244		4.5		4.5 
23032		6377		4.5		4.0 
23032		935		4.0		4.0 
23032		31		3.5		3.5 
23032		3176		4.0		3.5 
23032		26265		4.0		3.0 
23032		8337		3.5		3.5 
23032		3994		4.0		3.0 
23032		1387		5.0		4.0 
23032		34405		4.0		3.0 
23032		750		4.5		4.5 
23032		2757		4.0		4.0 
23032		6100		4.0		3.5 
23032		7396		4.0		5.0 
23032		38304		4.0		3.5 
23032		37733		3.5		4.0 
23032		1220		4.0		4.0 
23032		27721		4.0		4.0 
23032		2366		4.0		4.5 
23032		3759		4.0		3.0 
23032		908		4.5		5.0 
23032		4409		4.0		3.0 
23032		2080		3.0		3.5 
23032		1057		4.0		3.5 
23032		4881		3.5		4.5 
23032		2780		4.0		3.0 
23032		6365		4.0		4.0 
23032		919		4.0		4.0 
23032		541		4.5		4.5 
23032		2291		4.5		4.5 
23032		594		4.0		4.0 
23032		3147		4.0		4.0 
23032		22		4.0		2.5 
23032		41285		4.0		4.0 
23032		26422		4.0		5.0 
23032		8507		4.5		4.0 
23032		39446		4.5		3.0 
23032		2159		4.0		3.5 
23032		3083		4.0		3.0 
23032		8003		4.0		3.5 
23032		3296		3.5		3.5 
23032		3160		4.5		3.5 
23032		6430		4.0		3.0 
23032		2916		3.0		3.0 
23032		8798		4.0		4.0 
23032		26578		4.0		5.0 
23032		904		4.0		3.5 
23032		929		4.0		4.5 
23032		49932		3.5		4.0 
23032		52		3.5		4.0 
23032		1625		4.5		4.5 
23032		2648		3.5		3.0 
23032		2550		4.0		3.0 
23032		5105		4.5		4.0 
23032		4393		4.0		3.5 
23032		903		4.5		4.5 
23032		1208		4.0		3.0 
23032		4422		4.5		4.5 
23032		5903		4.0		4.5 
23032		1953		4.0		3.5 
23032		4392		4.0		3.5 
23032		3101		1.5		2.0 
23032		2019		4.0		4.0 
23032		40732		4.5		2.5 
23032		6993		4.0		4.5 
23032		1230		4.5		5.0 
23032		3546		4.0		3.5 
23032		1348		3.5		5.0 
23032		527		4.0		4.5 
23032		31687		3.5		3.0 
23032		1292		4.5		4.0 
23032		5649		4.0		3.0 
23032		4439		4.0		4.0 
23032		5015		4.0		4.0 
23032		44555		4.0		4.0 
23032		26306		4.5		3.5 
23032		6791		4.5		4.5 
23032		2018		4.5		4.0 
23032		4833		4.0		3.5 
23032		1912		4.5		4.0 
23032		6750		4.0		3.0 
23032		1198		4.0		3.5 
23032		912		4.5		5.0 
23032		46967		3.5		3.0 
23032		4426		4.0		4.5 
23032		6987		3.0		5.0 
23032		3814		3.0		3.5 
23032		858		4.0		4.5 
23032		2203		5.0		4.0 
23087		8225		4.5		4.0 
23172		4152		4.0		3.0 
23172		2125		3.0		3.0 
23172		595		4.0		5.0 
23172		1757		3.5		3.5 
23172		6773		3.5		4.5 
23172		7004		3.0		2.0 
23172		6971		2.5		3.5 
23172		2726		4.0		1.0 
23172		3347		5.0		4.0 
23172		1242		3.5		4.0 
23172		32031		3.0		2.5 
23172		1395		3.5		3.0 
23172		8961		4.0		4.5 
23172		44555		3.5		4.0 
23172		2734		3.5		4.0 
23172		27706		4.0		3.5 
23172		95		2.0		2.0 
23172		7147		4.0		4.5 
23172		4086		3.5		4.0 
23172		2616		3.5		1.0 
23172		34405		3.5		4.0 
23172		150		3.0		2.0 
23172		2329		3.5		3.0 
23172		1965		4.5		2.5 
23172		2313		3.5		4.0 
23172		1213		4.0		4.0 
23172		2571		4.0		4.5 
23172		1027		4.0		1.0 
23172		2080		2.5		2.5 
23172		940		4.5		4.0 
23172		597		2.5		1.5 
23172		7247		3.0		3.0 
23172		1958		3.0		3.0 
23172		5812		3.5		4.0 
23172		4886		3.5		3.5 
23172		85		3.5		1.0 
23172		3067		4.0		4.5 
23172		1900		4.0		3.0 
23172		233		4.0		4.0 
23172		1244		3.5		2.5 
23172		1025		4.0		4.0 
23172		247		3.5		5.0 
23172		3274		2.5		2.5 
23172		4992		2.5		3.0 
23172		31658		3.5		3.5 
23172		608		3.5		5.0 
23172		44191		3.5		4.0 
23172		42730		4.0		3.5 
23172		2115		3.0		2.0 
23172		41566		3.5		3.5 
23172		41527		5.0		3.0 
23172		3440		3.0		1.0 
23172		914		3.0		3.0 
23172		6983		3.5		3.5 
23172		5349		3.5		4.0 
23172		8740		3.5		3.5 
23172		6170		3.5		3.5 
23172		40966		2.0		2.5 
23172		6082		3.5		3.5 
23172		55269		2.5		3.0 
23172		1810		3.5		4.0 
23172		6016		4.0		4.5 
23172		5508		3.5		3.5 
23172		4612		3.5		5.0 
23172		41285		3.5		4.0 
23172		1845		3.5		4.0 
23172		1203		4.0		4.0 
23172		3101		3.5		1.5 
23172		6818		3.5		3.0 
23172		1111		3.5		2.5 
23172		1917		2.5		2.5 
23172		1291		3.5		4.5 
23172		223		3.5		3.5 
23172		1126		3.5		3.0 
23172		5377		3.5		4.0 
23172		496		3.5		1.5 
23172		4863		3.5		3.5 
23172		1449		3.0		3.0 
23172		176		3.5		4.5 
23172		7934		4.5		4.0 
23172		5617		3.5		4.5 
23172		39183		4.0		4.5 
23172		1196		4.0		4.5 
23172		55451		3.5		2.5 
23172		4325		3.5		3.0 
23172		33679		2.5		3.5 
23172		5346		3.5		1.0 
23172		1230		4.0		4.5 
23172		3552		4.0		4.0 
23172		410		2.5		4.5 
23172		36477		2.0		4.0 
23172		27790		3.5		4.0 
23172		7482		3.5		3.5 
23172		38886		4.0		4.0 
23172		6874		3.5		4.0 
23172		3243		3.5		3.0 
23172		1092		2.0		1.5 
23172		778		4.0		5.0 
23172		7313		3.5		1.0 
23172		1193		4.0		3.5 
23172		350		4.0		3.5 
23172		6708		4.0		3.5 
23172		1952		3.5		5.0 
23172		47629		3.5		4.0 
23172		2087		3.5		2.5 
23172		4214		3.0		2.0 
23172		49272		3.5		4.0 
23172		5603		3.5		4.0 
23172		46322		3.0		2.5 
23172		132		2.5		1.5 
23172		5279		3.0		3.5 
23172		1241		4.0		4.5 
23172		58998		3.5		4.5 
23172		3045		3.5		3.0 
23172		6473		3.5		1.5 
23172		4973		4.0		4.0 
23172		40815		3.5		3.5 
23172		3677		3.5		3.5 
23172		8477		4.0		4.0 
23172		5504		2.0		4.0 
23172		2693		2.5		4.0 
23172		35836		4.0		3.5 
23172		3374		3.5		3.5 
23172		52722		2.5		2.5 
23172		34162		3.5		3.5 
23172		5952		4.0		4.5 
23172		853		3.5		3.0 
23172		668		3.0		2.0 
23172		161		3.5		3.5 
23172		4975		3.0		1.0 
23172		6539		4.0		4.5 
23172		1029		2.0		2.0 
23172		4563		3.5		3.5 
23172		3538		3.5		4.0 
23172		5378		3.0		2.5 
23172		260		4.0		4.0 
23172		4599		3.5		2.0 
23172		2022		3.5		3.0 
23172		3211		3.5		2.5 
23172		1569		2.5		3.5 
23172		3972		4.0		4.0 
23172		2797		3.0		4.0 
23172		858		4.0		3.5 
23172		2422		3.0		1.0 
23172		4901		3.5		4.0 
23172		4194		3.5		4.0 
23172		48516		4.0		4.5 
23172		8640		3.5		3.5 
23172		30749		3.5		3.0 
23172		1123		3.5		3.5 
23172		4591		3.5		2.5 
23172		4235		4.0		4.0 
23172		38038		4.0		4.5 
23172		8364		5.0		4.0 
23172		1865		3.5		3.5 
23172		6970		3.5		3.5 
23172		59615		3.0		3.0 
23172		1283		5.0		5.0 
23172		3847		3.5		2.0 
23172		215		4.0		3.5 
23172		97		4.0		4.0 
23172		2859		4.0		3.5 
23172		6235		3.5		3.5 
23172		5527		2.0		2.0 
23172		7361		4.0		4.5 
23172		1172		3.5		2.5 
23172		4005		3.5		3.0 
23172		3751		4.0		3.5 
23172		51884		3.5		4.0 
23172		6309		3.5		2.0 
23172		38798		3.5		3.5 
23172		3968		3.5		3.0 
23172		7924		3.5		4.0 
23172		1639		3.5		3.5 
23172		33639		3.5		4.0 
23172		780		2.0		1.5 
23172		49961		4.0		4.0 
23172		48744		5.0		4.0 
23172		2145		2.0		3.0 
23172		2155		3.5		5.0 
23172		8622		3.5		3.5 
23172		3435		4.0		4.5 
23172		1191		3.5		3.0 
23172		60950		3.0		3.0 
23172		3964		3.5		3.5 
23172		8153		3.5		3.0 
23172		3093		4.0		3.5 
23172		2804		4.0		5.0 
23172		1267		4.0		4.5 
23172		309		3.5		1.5 
23172		7069		3.0		3.5 
23172		46578		3.5		3.5 
23172		318		4.0		4.5 
23172		34540		1.5		3.0 
23172		7766		3.5		3.5 
23172		502		2.5		1.5 
23172		6932		3.5		4.0 
23172		1228		5.0		4.0 
23172		5902		4.0		4.5 
23172		4535		3.0		3.0 
23172		153		2.0		1.5 
23172		4478		3.0		3.5 
23172		1372		3.5		4.5 
23172		2349		3.5		3.0 
23172		1981		3.5		1.0 
23172		25750		3.5		3.5 
23172		6918		3.0		2.5 
23172		2803		3.5		1.0 
23172		922		4.0		4.5 
23172		3142		1.5		3.0 
23172		43460		3.5		3.5 
23172		26472		3.5		4.0 
23172		1784		4.0		3.5 
23172		3704		2.5		2.0 
23172		8360		3.5		4.0 
23172		665		4.0		3.5 
23172		50005		3.5		2.5 
23172		1212		4.0		4.5 
23172		4216		3.5		3.0 
23172		59725		2.5		3.5 
23172		41997		3.5		4.0 
23172		2410		3.5		1.5 
23172		26152		2.5		2.5 
23172		44694		4.0		4.0 
23172		363		3.5		3.5 
23172		40278		3.5		3.5 
23172		25855		3.0		3.5 
23172		2144		3.5		4.0 
23172		2000		3.0		2.0 
23172		2105		3.0		3.0 
23172		3008		3.5		3.5 
23172		5796		3.5		2.0 
23172		1093		3.5		1.5 
23172		1171		3.5		4.5 
23172		7263		2.5		2.5 
23172		4518		3.0		3.5 
23172		45880		3.5		3.5 
23172		4553		3.5		3.5 
23172		2330		3.5		4.5 
23172		7943		4.0		3.5 
23172		6297		4.5		4.5 
23172		3114		3.5		5.0 
23172		1374		4.0		4.0 
23172		7089		2.5		0.5 
23172		52973		3.5		4.5 
23172		5418		3.0		4.0 
23172		17		3.5		4.5 
23172		4564		3.0		2.0 
23172		1721		3.5		3.5 
23172		919		4.0		4.5 
23172		8638		4.0		4.0 
23172		405		2.0		1.0 
23172		3697		3.0		3.0 
23172		348		3.5		4.5 
23172		30707		3.5		4.0 
23172		50		3.5		4.0 
23172		3719		3.5		2.5 
23172		6998		3.5		3.5 
23172		34542		4.0		3.5 
23172		3266		3.5		2.0 
23172		3052		3.5		2.0 
23172		2935		4.0		3.0 
23172		5596		3.5		3.0 
23172		7153		4.0		4.0 
23172		8270		3.5		3.5 
23172		6333		3.5		4.0 
23172		6636		3.5		3.5 
23172		36529		3.5		3.5 
23172		2018		3.5		3.5 
23172		2724		2.0		3.0 
23172		5358		3.5		4.5 
23172		1258		3.0		3.0 
23172		8836		2.5		1.5 
23172		59315		3.0		4.0 
23172		5049		3.0		1.5 
23172		1680		3.5		3.0 
23172		8195		3.5		3.5 
23172		7013		4.0		4.5 
23172		4624		2.5		2.0 
23172		6440		3.0		4.0 
23172		4659		3.5		3.0 
23172		2819		3.5		3.5 
23172		912		4.0		4.5 
23172		56788		3.5		4.0 
23172		1912		3.5		4.0 
23172		2094		3.5		3.5 
23172		2872		3.5		2.0 
23172		2353		3.5		4.0 
23172		2059		3.5		3.5 
23172		4468		3.5		4.5 
23172		26150		3.0		2.0 
23172		5944		2.0		2.5 
23172		7926		3.5		4.0 
23172		50685		4.0		4.0 
23172		4318		3.0		3.0 
23172		1405		5.0		4.0 
23172		1198		4.0		3.5 
23172		1221		4.0		4.0 
23172		6552		3.5		4.0 
23172		32		4.0		4.5 
23172		2003		4.0		2.0 
23172		3359		3.0		2.0 
23172		44929		3.5		2.5 
23172		6772		2.5		1.5 
23172		6787		3.5		4.0 
23172		41425		3.5		3.5 
23172		45431		4.0		4.0 
23172		33794		4.0		4.0 
23172		6266		3.5		2.0 
23172		5747		4.5		4.0 
23172		6031		3.5		3.0 
23172		8368		3.5		4.5 
23172		42018		3.5		3.0 
23172		4322		3.5		5.0 
23172		509		3.5		5.0 
23172		7896		3.0		3.5 
23172		5367		4.0		3.0 
23172		2502		3.5		4.0 
23172		2947		2.5		3.0 
23172		2511		3.5		4.5 
23172		33154		3.5		4.0 
23172		2920		3.5		4.0 
23172		4718		2.5		1.0 
23172		48394		4.0		4.5 
23172		1635		3.5		4.0 
23172		1028		4.0		3.5 
23172		3379		3.5		4.0 
23172		54286		3.5		3.5 
23172		329		2.5		2.0 
23172		2596		3.5		4.0 
23172		3594		3.5		2.0 
23172		3034		3.5		4.0 
23172		2124		3.0		4.0 
23172		9018		4.5		4.0 
23172		8841		3.5		4.0 
23172		527		3.0		1.5 
23172		3053		3.5		3.0 
23172		1265		4.0		4.5 
23172		7419		3.0		2.5 
23172		43396		3.0		2.5 
23172		48385		3.5		4.5 
23172		8636		3.5		4.0 
23172		6669		4.5		4.5 
23172		1223		4.0		3.5 
23172		31956		3.5		2.5 
23172		762		3.5		2.5 
23172		7756		4.5		2.0 
23172		4573		3.5		5.0 
23172		567		3.5		2.5 
23172		39419		3.5		3.0 
23172		1232		4.5		3.5 
23172		3176		3.5		3.0 
23172		4688		3.5		5.0 
23172		2959		4.0		4.5 
23172		40629		3.5		4.0 
23172		4642		4.0		4.0 
23172		1376		3.5		4.0 
23172		2348		4.0		4.5 
23172		1210		3.5		3.5 
23228		3010		5.0		5.0 
23360		27904		2.5		3.0 
23386		4571		3.5		4.0 
23386		4015		3.5		3.5 
23386		2571		4.0		5.0 
23388		2511		3.0		2.5 
23388		7272		3.0		3.0 
23388		4713		3.0		1.5 
23388		6874		3.0		3.0 
23388		353		1.5		2.5 
23388		1261		3.0		3.5 
23388		6660		3.0		3.0 
23388		7700		3.0		3.0 
23388		3996		2.5		2.5 
23388		7071		3.5		3.5 
23388		1252		3.5		4.0 
23388		2361		3.0		4.5 
23388		6291		2.5		2.0 
23388		2959		3.0		3.0 
23388		3809		3.0		2.5 
23388		43928		2.5		2.5 
23388		1721		2.5		2.0 
23388		7616		3.0		3.5 
23388		6509		2.5		3.5 
23388		4395		3.0		2.5 
23388		5026		2.5		2.0 
23388		599		3.0		3.0 
23388		6731		4.0		2.5 
23388		919		3.0		3.0 
23388		1304		3.0		2.5 
23388		1884		2.5		2.0 
23388		7206		3.0		2.0 
23388		553		3.5		4.5 
23388		1215		3.5		3.0 
23388		356		2.5		1.5 
23388		514		3.0		2.0 
23388		2478		3.0		3.5 
23388		2488		3.0		3.5 
23388		1209		3.0		3.0 
23388		5060		2.5		2.5 
23388		7335		3.0		3.0 
23388		8738		3.0		3.5 
23388		4194		3.0		3.0 
23388		342		3.5		4.0 
23388		26082		2.5		3.0 
23388		5147		2.5		2.5 
23388		1176		3.0		1.0 
23388		1748		2.0		2.5 
23388		928		3.0		2.5 
23388		1952		2.5		2.5 
23388		535		3.0		2.5 
23388		1162		3.0		3.0 
23388		3676		3.0		3.5 
23388		1213		3.5		4.5 
23388		780		2.0		2.0 
23388		6669		1.5		2.0 
23388		5165		3.0		3.5 
23388		31522		3.0		2.0 
23388		5105		3.0		2.0 
23388		1387		3.5		2.5 
23388		26094		3.0		2.5 
23388		7126		3.0		3.5 
23388		26810		2.5		1.5 
23388		7899		3.0		3.5 
23388		3845		3.0		3.5 
23388		24		3.0		0.5 
23388		6666		3.0		3.0 
23388		551		2.5		2.5 
23388		2993		3.5		3.0 
23388		7938		3.0		2.0 
23388		1345		3.0		2.5 
23388		4878		2.5		2.0 
23388		1259		2.5		2.0 
23388		2970		3.0		3.5 
23388		5088		3.0		2.5 
23388		5653		3.0		3.5 
23388		4334		2.5		3.0 
23388		2351		3.5		4.5 
23388		1729		2.5		2.5 
23388		7387		5.0		3.5 
23388		33794		2.5		2.5 
23388		7897		3.0		3.0 
23388		7235		2.0		2.5 
23388		3740		2.5		3.0 
23388		307		2.5		2.0 
23388		30810		3.5		4.0 
23388		1276		3.0		4.5 
23388		4210		3.0		2.0 
23388		6001		2.0		2.5 
23388		4437		3.5		5.0 
23388		716		3.0		3.5 
23388		2329		2.5		1.0 
23388		48774		2.5		2.5 
23388		31923		2.5		3.5 
23388		4325		3.0		3.5 
23388		3652		3.0		2.0 
23388		1198		3.5		5.0 
23388		608		2.5		2.5 
23388		4533		3.5		3.5 
23388		6920		3.0		2.5 
23388		31590		3.0		3.0 
23388		2268		2.0		2.0 
23388		1682		2.5		2.0 
23388		2599		2.5		2.5 
23388		6184		5.0		4.0 
23388		7327		3.0		2.0 
23388		4775		1.5		1.0 
23388		1938		3.0		3.0 
23388		735		2.0		3.0 
23388		8786		3.0		3.0 
23388		2571		3.0		3.0 
23388		7820		3.0		3.5 
23388		1228		2.0		2.5 
23388		2076		4.0		5.0 
23388		4928		3.0		3.0 
23388		595		3.0		3.0 
23388		2460		3.0		2.5 
23388		3075		4.0		3.5 
23388		587		2.5		1.5 
23388		162		3.5		3.5 
23388		47		2.5		2.0 
23388		51662		3.5		3.0 
23388		4330		3.0		3.0 
23388		3093		3.0		5.0 
23388		8928		3.0		3.5 
23388		1265		3.0		3.0 
23388		45635		2.5		3.5 
23388		923		3.0		3.0 
23388		7991		4.5		3.5 
23388		3272		3.0		2.5 
23388		3364		3.0		3.0 
23388		1513		3.0		2.5 
23388		1080		2.5		2.5 
23388		4642		2.0		1.5 
23388		4654		3.0		3.5 
23388		151		2.5		2.5 
23388		2291		2.5		2.5 
23388		26770		3.0		3.5 
23388		5891		3.0		3.5 
23388		1394		3.0		5.0 
23388		8645		3.0		2.5 
23388		7064		3.0		3.0 
23388		1136		2.5		3.0 
23388		3994		2.0		2.0 
23388		4641		3.0		3.5 
23388		7650		3.0		3.0 
23388		924		4.0		3.5 
23388		6982		3.0		3.0 
23388		154		3.0		3.5 
23388		45880		3.0		3.5 
23388		3671		3.0		3.5 
23388		26052		3.0		3.0 
23388		260		3.0		3.5 
23388		541		3.5		2.5 
23388		48780		2.5		2.0 
23388		3977		5.0		2.0 
23388		7482		3.0		3.0 
23388		1285		3.5		2.5 
23388		6530		3.0		2.5 
23388		3074		2.0		2.0 
23388		4148		1.5		2.0 
23388		858		3.5		3.5 
23388		377		2.5		2.5 
23388		2640		2.0		2.5 
23388		5390		3.0		4.5 
23388		3216		2.5		2.0 
23388		46578		2.5		1.5 
23388		50794		2.5		3.0 
23388		1288		3.0		3.0 
23388		25		2.0		2.5 
23388		590		2.0		2.0 
23388		8199		3.5		3.0 
23388		101		3.0		3.0 
23388		5502		1.5		1.0 
23388		1212		3.0		3.0 
23388		5932		3.0		3.0 
23388		231		3.5		3.0 
23388		318		2.5		2.5 
23388		3741		3.0		3.0 
23388		110		2.5		2.5 
23388		41863		2.5		2.0 
23388		1527		2.0		2.0 
23388		288		2.0		2.0 
23388		1036		3.0		3.0 
23388		32179		3.0		4.0 
23388		1245		3.0		3.0 
23388		26151		3.0		3.5 
23388		6664		3.5		4.5 
23388		1199		2.5		2.5 
23388		7748		3.0		3.5 
23388		7896		3.0		3.5 
23388		8188		3.0		3.5 
23388		26303		3.0		2.5 
23388		6		2.5		2.5 
23388		4993		2.0		2.5 
